公司名称,关闭时间,成立时间,产品简介,行业,地点,获投状态,存活天数,logo,行业标签,关闭原因
晓都科技,2020-07-15,2015-10-01,晓都科技是一家致力于发展高品质电子产品与智能设备的科技公司，基于欧美市场进行本土化运营，产品线涉及家居、户外、手机周边等电子产品，小家电子、健康和个人护理以及厨房类等产品。,智能硬件,四川,尚未获投,1749,https://cdn.itjuzi.com/images/e1adb7923848941bd4f01d450573e83b.png,海外市场、硬件、智能家居、3C电子、消费电子、通信设备、智能硬件、家电、仪器设备,现金流断裂
右脑,2020-07-15,2015-03-01,「右脑」就是一个专注于文化创意行业的垂直招聘网站，包括影视、传媒、设计、营销、游戏、动漫、出版和时尚等领域，同时还以自媒体形式发布的行业新闻，职业心得，人物专访等资讯内容。,企业服务,北京,不明确,1963,https://cdn.itjuzi.com/images/cac8d931492d5dc5aa275789dbaec75d.jpg,自媒体、招聘、影视、媒体、企业服务、人力资源、综合文娱、文化娱乐、企业通用服务、销售与营销、影视营销、动漫媒体及社区,营销不足、行业竞争
品仓特卖,2020-07-14,2016-08-01,品仓特卖是一款网络购物折扣软件，隶属于福建科瑞特信息科技有限公司。,电子商务,福建,尚未获投,1443,https://cdn.itjuzi.com/images/db8d31ed1f67f603b46a638cb28480d3.png,电子商务、综合电商、优惠券、返利/折扣/优惠,烧钱、融资能力不足、行业竞争
tradeWOW小璞科技,2020-07-14,2016-07-01,小璞科技是一家专为外贸人服务的公司，于2016年在上海成立。旗下的品牌网站tradewow是一个垂直于外贸领域的数据电商平台，以服务于每一个外贸从业人员为宗旨，提供海关数据、分析报告、买家名录、邮箱检索等信息服务。在降低投入成本的同时，定制化的服务将更有针对性地满足每一个外贸人的需求。,电子商务,上海,尚未获投,1474,https://cdn.itjuzi.com/images/49944375e22fd15f6f95a2022757cd77.png,大数据、数据服务、B2B、平台、电子商务、外贸电商、其他电商服务、数据分析、大数据技术、进出口贸易、定制电商、电商大数据,业务过于分散、行业竞争
宫昊科技,2020-07-13,2013-11-01,宫昊科技是支付宝上海地区城市服务商，致力于移动互联网领域，具备丰富的O2O落地经验以及运营管理经验，主要业务有线上平台与线下消费的推广，以及后期平台的运营。,企业服务,上海,尚未获投,2446,https://cdn.itjuzi.com/images/de6bc2ecee83ee3a62802c5a18d7e327.png,O2O、B2B、代运营、企业服务、销售营销、销售与营销,现金流断裂、营销不足
名师硕士团,2020-07-08,2018-03-01,名师硕士团是一款整合教育资源的平台类APP，致力于打造人人方便寻名师的学习服务平台。隶属于昆明食蚁兽网络科技有限责任公司。,教育,云南,尚未获投,860,https://cdn.itjuzi.com/images/469af6895cba265f592bef307d4f226b.png,教育、其他教育、教育平台、教育科技、教育资源,法律法规风险
东方智慧物流,2020-07-08,2016-06-01,东方智慧物流是一家货运物流服务提供商。,物流,安徽,尚未获投,1498,https://cdn.itjuzi.com/images/0eb76bf881edb8631de3300eb96a3b46.png,物流、智慧物流,市场伪需求、商业模式匮乏
焦之点,2020-07-07,2014-12-01,焦之点是一家致力于解决家庭营养健康问题，是一家集产、学、研、销为一体的综合性企业。,医疗健康,江苏,尚未获投,2045,https://cdn.itjuzi.com/images/6953d9ac2787b032982dd9fc8ffafae2.png,家庭医疗保健、健康服务、营养品,烧钱、行业竞争
叮咚直聘,2020-07-06,2015-02-01,叮咚直聘是一个专注于垂直招聘与职业链路的服务平台，现已累积有2.7万的B端企业入驻，隶属于杭州乐电网络科技有限公司。,企业服务,浙江,天使轮,1982,https://cdn.itjuzi.com/images/da7479b4c33e3d694831b483ee21b42f.png,互联网招聘、垂直招聘、企业服务、人力资源、企业通用服务,营销不足、行业竞争
琳琅秀,2020-07-03,2010-06-01,琳琅秀是一家免费试用品派发平台，试客分享平台，为商家提供免费派发及口碑传播营销服务。平台聚集了大量免费试用机会，以及百万消费者对各类商品最全面真实客观的试用体验报告，为消费者提供购买决策。隶属于上海数美网络科技有限公司。,电子商务,上海,尚未获投,3685,https://cdn.itjuzi.com/images/eac84e4a09d438aa65cfd7b458f2b333.png,电子商务、其他电商服务、购物社区、营销推广、试用平台,烧钱、行业竞争
观见,2020-07-03,2007-09-01,观见是一家营销策划公司，专门从事市场调研、品牌建立及发展各阶段市场营销咨询，专注于为客户提供渠道、营销、传播和市场调研方面的咨询业务，致力于为客户找到盈利点所在，带动业务成长。,企业服务,广东,不明确,4689,https://cdn.itjuzi.com/images/5942f9be5b2b17d6f5a5a2740a7f4d01.png,渠道、市场调研、企业服务、销售营销、营销推广、销售与营销,烧钱、融资能力不足、行业竞争
问大夫,2020-07-03,2014-12-01,问大夫是一个院外医疗平台，由主治大夫为已就诊的患者提供一系列的院外医疗服务，隶属于武汉远途信息技术有限公司。,医疗健康,湖北,尚未获投,2041,https://cdn.itjuzi.com/images/1d84e628733e1c07575c9fe0fb277cb4.png,Mhealth移动医疗、医疗健康、医疗信息化、医疗媒体及社区、寻医诊疗、健康保健、其他医疗服务、轻问诊、互联网医疗、移动医疗、患者服务,烧钱、融资能力不足、行业竞争
百分银,2020-07-02,2015-12-01,百分银是一个金融服务平台，拥有网站、APP等多个互联网平台，通过云计算、数据分析等技术，为投资者提供风险分析，致力于推动社会化投资和量化投资的发展，隶属于上海分赢信息技术有限公司。,金融,上海,尚未获投,1675,https://cdn.itjuzi.com/images/6f141ad1afcbbeb2982382c96e2ab7d7.png,APP、平台、社会化投资、金融、金融信息化、量化投资、投融资、数据分析、量化交易,烧钱
创微医疗,2020-07-02,2014-03-01,创微医疗是一家综合医药产品研发商，主要从事医疗器械及配件、生物制剂的研发、生产和销售等业务，并开展基于QCM原理的感觉神经与运动神经在线分析核心技术的产业化项目，业务涉及腰椎骨折、腰椎退变、腰椎滑脱等治疗领域。,医疗健康,江苏,天使轮,2315,https://cdn.itjuzi.com/images/4af72101aa94f83d9960349f837a822c.png,医疗设备、医疗健康、医疗器械及硬件、生物技术和制药、医疗器械、药品生产、其他医疗器械,烧钱、行业竞争
艾比兽,2020-07-02,2017-12-01,艾比兽是一家幼儿英语启蒙机器人研发商，以原创的人工智能自然拼读游戏为核心，通过听力磨耳朵、动手“拼”单词和英语绘本阅读呈现系统化的教育内容，孩子在与机器人、字母教具和实物绘本互动的过程中，多元智能得到强化，结合自适应算法，帮助孩子开发智力，完成英语启蒙。,教育,广东,天使轮,944,https://cdn.itjuzi.com/images/9293597243d8619efd98c24e8fa75bcc.png,词典单词、机器人、教育、儿童早教、语言学习、智力开发、早幼教、家用机器人、机器人教育、机器人研发及生产、K12教育、启蒙教育、早幼教内容、低幼英语启蒙、教育AI解决方案、新基建,烧钱、融资能力不足、行业竞争
鲁德咨询,2020-07-02,2012-01-01,鲁德企业是一家专注于高端软件测试领域的品牌公司。致力于软件测试领域，为客户提供全球领先的软件测试整体解决方案，为行业培养优秀的软件测试人才。,企业服务,上海,尚未获投,3105,https://cdn.itjuzi.com/images/a0a8ee97841d5cdb36b7942571b526a5.png,企业IT服务、数据服务、服务、企业服务、测试服务,烧钱、融资能力不足、行业竞争
Saleen赛麟汽车,2020-07-02,2009-07-01,Saleen是一家跑车制造商，致力于为全球汽车爱好者打造高性能跑车。目前旗下提供一系列高性能车辆，包括Saleen 302 Mustang、Saleen 570 Challenger、Saleen 620 Camaro以及全电动Saleen GTX等。,汽车交通,江苏,尚未获投,4019,https://cdn.itjuzi.com/images/305ee0dd77f078179ea9d0d99c547c28.png,汽车交通、汽车制造、电动汽车、行,创始人问题、烧钱、政策监管、法律法规风险、行业竞争
玛尔比恩,2020-07-02,2014-09-01,"玛尔比恩是一家儿童早教中心运营商，以全面开发0－6岁儿童潜能为宗旨，可为孩子提供涵盖科学、音乐、艺术创造、探索等内容的课程，致力于帮助孩子提高综合素质。
",教育,北京,尚未获投,2131,https://cdn.itjuzi.com/images/707bef893554364a776b058a6c3ffd37.png,教育、儿童早教、早教、早幼教、早幼教内容,烧钱、融资能力不足、行业竞争
兔子视频,2020-07-01,2011-08-01,兔子视频是专为高清大屏幕打造的内容聚合平台，用户可以在智能手机、智能电视、智能机顶盒等终端上，欣赏和分享视频内容。北京琉石天音网络信息技术有限公司旗下产品。,文娱传媒,北京,A轮,3257,https://cdn.itjuzi.com/images/9af5fdb2b633ac3eb1a014c38a67d1f7.jpg,智能电视、客厅经济、视频、电视节目、跨屏服务、工具、影视、媒体、多媒体、文化娱乐、文娱传媒、视频平台、智能盒子、电视、综艺节目、视频技术、媒体工具,商业模式匮乏
米联,2020-07-01,2013-04-01,米联是一个智能手机互传应用和传输工具，支持手机之间传递文档信息等。北京米联科技有限公司旗下产品。,工具软件,北京,不明确,2648,https://cdn.itjuzi.com/images/archive/6704.png,文档传输、工具软件、系统工具、文件文档、传输工具、个人办公工具,产品缺陷严重
影大人,2020-07-01,2015-12-01,影大人是一家专注于影视行业的众筹平台，致力于帮助影视项目寻找到更多的资金、帮助更多的个人投资者挖掘优质的影视项目，从而产生应有的收益。北京影大人科技有限公司旗下产品。,金融,北京,战略投资,1674,https://cdn.itjuzi.com/images/1eb22d3c15153bb4a2e2903a02d9611a.jpg,Fintech金融科技、众筹、电影、商品众筹、微电影、金融、影视、投融资、文化娱乐、网络影视,现金流断裂、疫情影响
二十四快信息,2020-06-30,2011-07-01,二十四快信息是一家创业公司，经营过的项目有团购网站和垂直B2C，目前尝试一些手游和“视频社交”产品。,电子商务,北京,不明确,3287,https://cdn.itjuzi.com/images/b796bd7cda5b7ae67af3e5a52ae222d6.png,团购、垂直电商、B2C、视频社交、手机游戏、电子商务、3C电子、其他电商服务、电商经营模式、视频电商,烧钱、行业竞争
博郡汽车,2020-06-30,2016-11-01,博郡汽车是一家智能电动汽车研发商，依托于底盘平台、整车性能、三电技术、轻量化工艺及智能驾驶系统方案核心，专注于中高端电动汽车、智能汽车系统、车联网服务的设计与开发，致力于为用户提供安全可靠的智能电动汽车产品体验。,汽车交通,江苏,战略投资,1337,https://cdn.itjuzi.com/images/9ef2e898a5d10867b9e519a61998a28b.jpg,汽车交通、交通出行、车联网及硬件、ADAS辅助驾驶、智能汽车、汽车制造、新能源汽车、电动汽车、智能出行、辅助驾驶、车联网、融资节奏快、出行服务、汽车科技、汽车AI、智能驾驶（自动/辅助驾驶）、行,创始人问题、现金流断裂、法律法规风险、行业竞争
惠赢天下,2020-06-30,2015-11-01,惠赢天下是一家提供全球海外咨询服务的综合服务商。该公司专注于海外投资、海外留学、海外移民和海外医疗，可为国内企业和客户提供海外资产配置服务，服务内容涉及不动产投资、商业投资、技术引进及移民服务、海外医疗服务等。,企业服务,北京,不明确,1703,https://cdn.itjuzi.com/images/3fdba7c4ca5e50b3943c9a3ba2d3e65d.png,海外市场、金融信息化、医疗信息化、企业服务、跨境医疗、咨询服务、行业信息化及解决方案、投资策划、企业通用服务,烧钱、融资能力不足、行业竞争
LendingCar,2020-06-29,2016-12-01,LendingCar是一家Fin－Tech公司，为利欧数字集团旗下一家投资公司。 LendingCar致力于利用SAAS系统，大数据和金融科技对二手车经销商进行业务能力评估和风险定价，将传统管理运营模式进化为高校、在线、可循环，可标准化复制操作的二手车融资销售系统。进一步获取终端用户，改变个人出行方式。,汽车交通,吉林,尚未获投,1306,https://cdn.itjuzi.com/images/672e2dc7b202cb9173684b820a510bb3.png,SAAS、汽车交通、汽车金融、企业服务、其他企业服务、行业垂直型SaaS、大数据服务、销售与营销,烧钱、行业竞争
